,record,beat,sym,pos,block,k
92677,221,2119,N,554204,541,34
92678,221,2120,V,554380,541,34
92679,221,2121,N,554706,541,34
92680,221,2122,N,555025,542,25
92681,221,2123,N,555258,542,25
92682,221,2124,N,555528,542,25
92683,221,2125,N,555763,542,25
92684,221,2126,N,556073,543,44
92685,221,2127,N,556329,543,44
92686,221,2128,N,556622,543,44
92687,221,2129,N,556945,543,44
92688,221,2130,N,557192,544,43
92689,221,2131,N,557437,544,43
92690,221,2132,N,557732,544,43
92691,221,2133,N,557963,544,43
92692,221,2134,N,558212,545,37
92693,221,2135,N,558542,545,37
92694,221,2136,N,558847,545,37
92695,221,2137,N,559110,546,27
92696,221,2138,N,559510,546,27
92697,221,2139,N,559799,546,27
92698,221,2140,V,559957,546,27
92699,221,2141,N,560315,547,34
92700,221,2142,N,560577,547,34
92701,221,2143,N,560838,547,34
92702,221,2144,N,561158,548,27
92703,221,2145,N,561448,548,27
92704,221,2146,V,561619,548,27
92705,221,2147,N,561913,548,27
92706,221,2148,N,562345,549,47
92707,221,2149,N,562594,549,47
92708,221,2150,N,562832,549,47
92709,221,2151,N,563143,549,47
92710,221,2152,N,563644,550,33
92711,221,2153,N,563892,550,33
92712,221,2154,N,564117,550,33
92713,221,2155,V,564301,551,38
92714,221,2156,N,564566,551,38
92715,221,2157,N,564855,551,38
92716,221,2158,N,565122,551,38
92717,221,2159,N,565441,552,37
92718,221,2160,N,565685,552,37
92719,221,2161,N,566002,552,37
92720,221,2162,N,566234,552,37
92721,221,2163,N,566457,553,36
92722,221,2164,N,566678,553,36
92723,221,2165,V,566842,553,36
92724,221,2166,N,567153,553,36
92725,221,2167,N,567615,554,39
92726,221,2168,N,568029,554,39
92727,221,2169,N,568405,555,42
92728,221,2170,N,568652,555,42
92729,221,2171,N,568874,555,42
92730,221,2172,N,569134,555,42
92731,221,2173,N,569425,556,36
92732,221,2174,N,569670,556,36
92733,221,2175,N,569911,556,36
92734,221,2176,N,570187,556,36
92735,221,2177,N,570511,557,28
92736,221,2178,N,570762,557,28
92737,221,2179,N,571004,557,28
92738,221,2180,N,571424,558,40
92739,221,2181,N,571789,558,40
92740,221,2182,N,572073,558,40
92741,221,2183,N,572334,558,40
92742,221,2184,N,572600,559,40
92743,221,2185,N,572825,559,40
92744,221,2186,V,572979,559,40
92745,221,2187,N,573292,559,40
92746,221,2188,N,573542,560,39
92747,221,2189,N,573799,560,39
92748,221,2190,N,574083,560,39
92749,221,2191,N,574354,560,39
92750,221,2192,N,574750,561,38
92751,221,2193,N,574994,561,38
92752,221,2194,N,575287,561,38
92753,221,2195,N,575554,562,35
92754,221,2196,N,575814,562,35
92755,221,2197,N,576137,562,35
92756,221,2198,N,576650,563,38
92757,221,2199,N,576961,563,38
92758,221,2200,N,577183,563,38
92759,221,2201,N,577423,563,38
92760,221,2202,N,577646,564,41
92761,221,2203,N,577884,564,41
92762,221,2204,N,578122,564,41
92763,221,2205,N,578459,564,41
92764,221,2206,N,578707,565,35
92765,221,2207,N,578939,565,35
92766,221,2208,N,579167,565,35
92767,221,2209,N,579415,565,35
92768,221,2210,N,579690,566,35
92769,221,2211,N,579944,566,35
92770,221,2212,N,580322,566,35
92771,221,2213,N,580785,567,45
92772,221,2214,N,581031,567,45
92773,221,2215,N,581263,567,45
92774,221,2216,N,581487,567,45
92775,221,2217,N,581791,568,38
92776,221,2218,N,582049,568,38
92777,221,2219,N,582362,568,38
92778,221,2220,N,582630,568,38
92779,221,2221,N,582870,569,45
92780,221,2222,N,583098,569,45
92781,221,2223,N,583320,569,45
92782,221,2224,N,583533,569,45
92783,221,2225,V,583692,570,25
92784,221,2226,N,584024,570,25
92785,221,2227,N,584352,570,25
92786,221,2228,N,584801,571,42
92787,221,2229,N,585052,571,42
92788,221,2230,V,585231,571,42
92789,221,2231,N,585485,571,42
92790,221,2232,N,585698,571,42
92791,221,2233,N,585911,572,40
92792,221,2234,N,586137,572,40
92793,221,2235,N,586368,572,40
92794,221,2236,V,586540,572,40
92795,221,2237,N,586924,573,36
92796,221,2238,N,587157,573,36
92797,221,2239,N,587395,573,36
92798,221,2240,N,587648,573,36
92799,221,2241,N,587971,574,36
92800,221,2242,N,588217,574,36
92801,221,2243,N,588608,574,36
92802,221,2244,N,588873,575,31
92803,221,2245,V,589044,575,31
92804,221,2246,N,589416,575,31
92805,221,2247,N,589678,575,31
92806,221,2248,N,589969,576,34
92807,221,2249,N,590220,576,34
92808,221,2250,N,590614,576,34
92809,221,2251,N,590905,577,27
92810,221,2252,V,591081,577,27
92811,221,2253,N,591471,577,27
92812,221,2254,N,591698,577,27
92813,221,2255,N,591920,578,41
92814,221,2256,N,592175,578,41
92815,221,2257,N,592436,578,41
92816,221,2258,N,592828,578,41
92817,221,2259,N,593090,579,38
92818,221,2260,V,593260,579,38
92819,221,2261,N,593591,579,38
92820,221,2262,N,593823,579,38
92821,221,2263,N,594047,580,40
92822,221,2264,N,594295,580,40
92823,221,2265,N,594526,580,40
92824,221,2266,N,594760,580,40
92825,221,2267,N,595000,581,27
92826,221,2268,N,595450,581,27
92827,221,2269,N,595746,581,27
92828,221,2270,N,595979,582,35
92829,221,2271,N,596246,582,35
92830,221,2272,N,596486,582,35
92831,221,2273,N,596798,582,35
92832,221,2274,N,597085,583,56
92833,221,2275,N,597331,583,56
92834,221,2276,N,597664,583,56
92835,221,2277,N,597982,583,56
92836,221,2278,N,598251,584,30
92837,221,2279,N,598522,584,30
92838,221,2280,N,598763,584,30
92839,221,2281,N,598982,584,30
92840,221,2282,N,599211,585,39
92841,221,2283,N,599473,585,39
92842,221,2284,N,599767,585,39
92843,221,2285,N,600026,585,39
92844,221,2286,N,600296,586,51
92845,221,2287,N,600531,586,51
92846,221,2288,N,600796,586,51
92847,221,2289,V,600950,586,51
92848,221,2290,N,601278,587,26
92849,221,2291,N,601537,587,26
92850,221,2292,N,601861,587,26
92851,221,2293,N,602103,587,26
92852,221,2294,N,602356,588,36
92853,221,2295,N,602580,588,36
92854,221,2296,N,602808,588,36
92855,221,2297,N,603041,588,36
92856,221,2298,N,603282,589,33
92857,221,2299,N,603704,589,33
92858,221,2300,N,603969,589,33
92859,221,2301,N,604229,590,33
92860,221,2302,N,604471,590,33
92861,221,2303,N,604732,590,33
92862,221,2304,N,604986,590,33
92863,221,2305,N,605218,591,34
92864,221,2306,N,605451,591,34
92865,221,2307,N,605730,591,34
92866,221,2308,N,605979,591,34
92867,221,2309,N,606303,592,42
92868,221,2310,N,606562,592,42
92869,221,2311,N,606796,592,42
92870,221,2312,N,607015,592,42
92871,221,2313,N,607272,593,41
92872,221,2314,N,607525,593,41
92873,221,2315,N,607764,593,41
92874,221,2316,N,608154,593,41
92875,221,2317,N,608398,594,35
92876,221,2318,N,608636,594,35
92877,221,2319,N,608885,594,35
92878,221,2320,N,609197,594,35
92879,221,2321,N,609477,595,32
92880,221,2322,N,609724,595,32
92881,221,2323,V,609891,595,32
92882,221,2324,N,610243,595,32
92883,221,2325,N,610534,596,24
92884,221,2326,N,610789,596,24
92885,221,2327,N,611067,596,24
92886,221,2328,N,611402,597,32
92887,221,2329,N,611803,597,32
92888,221,2330,N,612145,597,32
92889,221,2331,N,612405,598,32
92890,221,2332,N,612692,598,32
92891,221,2333,N,613010,598,32
92892,221,2334,N,613243,598,32
92893,221,2335,N,613473,599,36
92894,221,2336,N,613692,599,36
92895,221,2337,N,613939,599,36
92896,221,2338,N,614367,599,36
92897,221,2339,N,614631,600,38
92898,221,2340,N,614925,600,38
92899,221,2341,N,615191,600,38
92900,221,2342,V,615344,600,38
92901,221,2343,N,615742,601,27
92902,221,2344,N,616140,601,27
92903,221,2345,N,616406,601,27
92904,221,2346,N,616770,602,30
92905,221,2347,N,617248,602,30
92906,221,2348,N,617692,603,39
92907,221,2349,N,617934,603,39
92908,221,2350,N,618169,603,39
92909,221,2351,N,618537,604,35
92910,221,2352,N,618787,604,35
92911,221,2353,V,618965,604,35
92912,221,2354,N,619328,604,35
92913,221,2355,N,619667,605,54
92914,221,2356,N,619887,605,54
92915,221,2357,N,620119,605,54
92916,221,2358,N,620343,605,54
92917,221,2359,N,620549,606,34
92918,221,2360,N,620854,606,34
92919,221,2361,N,621114,606,34
92920,221,2362,N,621349,606,34
92921,221,2363,N,621788,607,35
92922,221,2364,N,622034,607,35
92923,221,2365,N,622274,607,35
92924,221,2366,N,622705,608,36
92925,221,2367,N,622959,608,36
92926,221,2368,V,623120,608,36
92927,221,2369,N,623447,608,36
92928,221,2370,N,623763,609,42
92929,221,2371,N,624051,609,42
92930,221,2372,N,624345,609,42
92931,221,2373,N,624578,609,42
92932,221,2374,N,624824,610,23
92933,221,2375,N,625104,610,23
92934,221,2376,N,625366,610,23
92935,221,2377,N,625660,610,23
92936,221,2378,N,626139,611,31
92937,221,2379,N,626448,611,31
92938,221,2380,N,626759,612,45
92939,221,2381,N,626990,612,45
92940,221,2382,N,627410,612,45
92941,221,2383,N,627681,612,45
92942,221,2384,N,628029,613,36
92943,221,2385,N,628268,613,36
92944,221,2386,N,628528,613,36
92945,221,2387,N,628764,614,41
92946,221,2388,N,629028,614,41
92947,221,2389,N,629288,614,41
92948,221,2390,N,629555,614,41
92949,221,2391,N,629814,615,43
92950,221,2392,N,630154,615,43
92951,221,2393,N,630442,615,43
92952,221,2394,N,630686,615,43
92953,221,2395,N,630976,616,37
92954,221,2396,N,631296,616,37
92955,221,2397,N,631524,616,37
92956,221,2398,N,631773,616,37
92957,221,2399,N,632076,617,32
92958,221,2400,N,632346,617,32
92959,221,2401,N,632656,617,32
92960,221,2402,N,632896,618,39
92961,221,2403,N,633144,618,39
92962,221,2404,N,633413,618,39
92963,221,2405,N,633716,618,39
92964,221,2406,N,633954,619,38
92965,221,2407,N,634330,619,38
92966,221,2408,N,634677,619,38
92967,221,2409,N,634922,620,25
92968,221,2410,V,635087,620,25
92969,221,2411,N,635493,620,25
92970,221,2412,N,635900,620,25
92971,221,2413,N,636148,621,30
92972,221,2414,N,636417,621,30
92973,221,2415,N,636654,621,30
92974,221,2416,N,636945,622,23
92975,221,2417,N,637435,622,23
92976,221,2418,N,637701,622,23
92977,221,2419,N,638024,623,37
92978,221,2420,N,638267,623,37
92979,221,2421,N,638522,623,37
92980,221,2422,N,638788,623,37
92981,221,2423,N,639139,624,37
92982,221,2424,N,639548,624,37
92983,221,2425,N,639851,624,37
92984,221,2426,N,640071,625,38
92985,221,2427,N,640304,625,38
92986,221,2428,N,640578,625,38
92987,221,2429,N,640867,625,38
92988,221,2430,N,641163,626,39
92989,221,2431,N,641439,626,39
92990,221,2432,N,641689,626,39
92991,221,2433,N,641985,626,39
92992,221,2434,N,642266,627,34
92993,221,2435,N,642662,627,34
92994,221,2436,N,642972,627,34
92995,221,2437,N,643265,628,30
92996,221,2438,N,643568,628,30
92997,221,2439,N,643850,628,30
92998,221,2440,N,644094,628,30
92999,221,2441,N,644316,629,36
93000,221,2442,N,644549,629,36
93001,221,2443,N,644791,629,36
93002,221,2444,N,645053,629,36
93003,221,2445,N,645314,630,38
93004,221,2446,N,645604,630,38
93005,221,2447,N,645835,630,38
93006,221,2448,N,646076,630,38
93007,221,2449,N,646331,631,31
93008,221,2450,N,646636,631,31
93009,221,2451,N,647068,631,31
93010,221,2452,N,647321,632,40
93011,221,2453,N,647584,632,40
93012,221,2454,N,647967,632,40
93013,221,2455,N,648290,633,37
93014,221,2456,N,648536,633,37
93015,221,2457,N,648763,633,37
93016,221,2458,N,648982,633,37
93017,221,2459,N,649236,634,37
93018,221,2460,N,649530,634,37
93019,221,2461,N,649810,634,37
93020,222,0,+,17,0,47
93021,222,1,N,81,0,47
93022,222,2,N,361,0,47
93023,222,3,N,646,0,47
93024,222,4,N,892,0,47
93025,222,5,N,1193,1,46
93026,222,6,N,1482,1,46
93027,222,7,N,1778,1,46
93028,222,8,N,2072,2,29
93029,222,9,N,2335,2,29
93030,222,10,N,2644,2,29
93031,222,11,N,2939,2,29
93032,222,12,N,3191,3,29
93033,222,13,N,3520,3,29
93034,222,14,N,3831,3,29
93035,222,15,N,4109,4,50
93036,222,16,N,4405,4,50
93037,222,17,N,4690,4,50
93038,222,18,N,4975,4,50
93039,222,19,N,5235,5,32
93040,222,20,N,5571,5,32
93041,222,21,N,5892,5,32
93042,222,22,N,6193,6,43
93043,222,23,N,6483,6,43
93044,222,24,N,6776,6,43
93045,222,25,N,7031,6,43
93046,222,26,N,7331,7,54
93047,222,27,N,7609,7,54
93048,222,28,N,7894,7,54
93049,222,29,N,8200,8,48
93050,222,30,N,8479,8,48
93051,222,31,N,8762,8,48
93052,222,32,N,9043,8,48
93053,222,33,N,9294,9,38
93054,222,34,N,9604,9,38
93055,222,35,N,9916,9,38
93056,222,36,N,10196,9,38
93057,222,37,N,10515,10,65
93058,222,38,N,10782,10,65
93059,222,39,N,11072,10,65
93060,222,40,N,11356,11,42
93061,222,41,N,11641,11,42
93062,222,42,N,11908,11,42
93063,222,43,N,12240,11,42
93064,222,44,N,12547,12,38
93065,222,45,N,12820,12,38
93066,222,46,N,13124,12,38
93067,222,47,N,13405,13,60
93068,222,48,N,13673,13,60
93069,222,49,N,13961,13,60
93070,222,50,N,14252,13,60
93071,222,51,N,14551,14,43
93072,222,52,N,14866,14,43
93073,222,53,N,15137,14,43
93074,222,54,N,15423,15,50
93075,222,55,N,15708,15,50
93076,222,56,N,15961,15,50
93077,222,57,N,16274,15,50
93078,222,58,N,16571,16,36
93079,222,59,N,16859,16,36
93080,222,60,N,17147,16,36
93081,222,61,N,17414,17,54
93082,222,62,N,17720,17,54
93083,222,63,N,17996,17,54
93084,222,64,N,18255,17,54
93085,222,65,N,18574,18,57
93086,222,66,N,18861,18,57
93087,222,67,N,19154,18,57
93088,222,68,N,19437,18,57
93089,222,69,N,19712,19,35
93090,222,70,N,20001,19,35
93091,222,71,N,20282,19,35
93092,222,72,N,20544,20,65
93093,222,73,N,20878,20,65
93094,222,74,N,21171,20,65
93095,222,75,N,21458,20,65
93096,222,76,N,21736,21,45
93097,222,77,N,22043,21,45
93098,222,78,N,22305,21,45
93099,222,79,N,22585,22,53
93100,222,80,N,22911,22,53
93101,222,81,N,23203,22,53
93102,222,82,N,23475,22,53
93103,222,83,N,23786,23,63
93104,222,84,N,24083,23,63
93105,222,85,N,24348,23,63
93106,222,86,N,24633,24,39
93107,222,87,N,24921,24,39
93108,222,88,N,25218,24,39
93109,222,89,N,25536,24,39
93110,222,90,N,25805,25,41
93111,222,91,N,26126,25,41
93112,222,92,N,26400,25,41
93113,222,93,N,26681,26,60
93114,222,94,N,26986,26,60
93115,222,95,N,27280,26,60
93116,222,96,N,27604,26,60
93117,222,97,N,27894,27,48
93118,222,98,N,28190,27,48
93119,222,99,N,28457,27,48
93120,222,100,N,28768,28,51
93121,222,101,N,29048,28,51
93122,222,102,N,29343,28,51
93123,222,103,N,29664,28,51
93124,222,104,N,29954,29,35
93125,222,105,N,30230,29,35
93126,222,106,N,30544,29,35
93127,222,107,N,30825,30,46
93128,222,108,N,31089,30,46
93129,222,109,N,31398,30,46
93130,222,110,N,31693,30,46
93131,222,111,N,31981,31,40
93132,222,112,N,32275,31,40
93133,222,113,N,32568,31,40
93134,222,114,N,32826,32,47
93135,222,115,N,33127,32,47
93136,222,116,N,33390,32,47
93137,222,117,N,33699,32,47
93138,222,118,N,33994,33,38
93139,222,119,N,34291,33,38
93140,222,120,N,34591,33,38
93141,222,121,N,34898,34,31
93142,222,122,N,35191,34,31
93143,222,123,N,35484,34,31
93144,222,124,N,35801,34,31
93145,222,125,N,36122,35,52
93146,222,126,N,36434,35,52
93147,222,127,N,36743,35,52
93148,222,128,N,37058,36,35
93149,222,129,N,37319,36,35
93150,222,130,N,37634,36,35
93151,222,131,N,37959,37,52
93152,222,132,N,38280,37,52
93153,222,133,N,38603,37,52
93154,222,134,N,38914,38,40
93155,222,135,~,39144,38,40
93156,222,136,N,39221,38,40
93157,222,137,N,39524,38,40
93158,222,138,N,39818,38,40
93159,222,139,N,40139,39,93
93160,222,140,~,40405,39,93
93161,222,141,N,40464,39,93
93162,222,142,N,40773,39,93
93163,222,143,N,41039,40,100
93164,222,144,N,41362,40,100
93165,222,145,~,41595,40,100
93166,222,146,N,41665,40,100
93167,222,147,N,41943,40,100
93168,222,148,~,42095,41,39
93169,222,149,N,42269,41,39
93170,222,150,N,42575,41,39
93171,222,151,N,42862,41,39
93172,222,152,N,43177,42,93
93173,222,153,N,43468,42,93
93174,222,154,N,43743,42,93
93175,222,155,N,44045,43,41
93176,222,156,N,44339,43,41
93177,222,157,N,44640,43,41
93178,222,158,N,44960,43,41
93179,222,159,N,45239,44,37
93180,222,160,N,45529,44,37
93181,222,161,N,45830,44,37
93182,222,162,N,46092,45,39
93183,222,163,N,46375,45,39
93184,222,164,N,46681,45,39
93185,222,165,N,46978,45,39
93186,222,166,N,47265,46,46
93187,222,167,N,47549,46,46
93188,222,168,N,47815,46,46
93189,222,169,N,48099,46,46
93190,222,170,N,48377,47,36
93191,222,171,N,48646,47,36
93192,222,172,N,48964,47,36
93193,222,173,N,49237,48,57
93194,222,174,N,49524,48,57
93195,222,175,N,49808,48,57
93196,222,176,N,50087,48,57
93197,222,177,N,50388,49,36
93198,222,178,N,50656,49,36
93199,222,179,N,50959,49,36
93200,222,180,N,51262,50,69
93201,222,181,N,51565,50,69
93202,222,182,N,51840,50,69
93203,222,183,N,52157,50,69
93204,222,184,N,52435,51,74
93205,222,185,N,52706,51,74
93206,222,186,N,53037,51,74
93207,222,187,N,53330,52,36
93208,222,188,N,53636,52,36
93209,222,189,N,53924,52,36
93210,222,190,N,54236,52,36
93211,222,191,N,54498,53,44
93212,222,192,N,54813,53,44
93213,222,193,N,55108,53,44
93214,222,194,N,55399,54,24
93215,222,195,N,55723,54,24
93216,222,196,N,56017,54,24
93217,222,197,N,56316,54,24
93218,222,198,N,56603,55,66
93219,222,199,N,56903,55,66
93220,222,200,N,57172,55,66
93221,222,201,N,57480,56,53
93222,222,202,N,57791,56,53
93223,222,203,N,58094,56,53
93224,222,204,N,58375,57,35
93225,222,205,N,58685,57,35
93226,222,206,N,58952,57,35
93227,222,207,N,59246,57,35
93228,222,208,N,59548,58,42
93229,222,209,N,59854,58,42
93230,222,210,N,60130,58,42
93231,222,211,N,60448,59,51
93232,222,212,N,60717,59,51
93233,222,213,N,61027,59,51
93234,222,214,N,61295,59,51
93235,222,215,N,61592,60,47
93236,222,216,N,61887,60,47
93237,222,217,N,62192,60,47
93238,222,218,N,62482,61,44
93239,222,219,N,62794,61,44
93240,222,220,N,63077,61,44
93241,222,221,N,63359,61,44
93242,222,222,N,63668,62,40
93243,222,223,N,63957,62,40
93244,222,224,N,64289,62,40
93245,222,225,N,64599,63,59
93246,222,226,N,64907,63,59
93247,222,227,N,65206,63,59
93248,222,228,N,65514,63,59
93249,222,229,N,65817,64,50
93250,222,230,N,66134,64,50
93251,222,231,N,66424,64,50
93252,222,232,N,66750,65,34
93253,222,233,N,67058,65,34
93254,222,234,N,67326,65,34
93255,222,235,N,67648,66,40
93256,222,236,N,67914,66,40
93257,222,237,N,68220,66,40
93258,222,238,N,68543,66,40
93259,222,239,N,68843,67,38
93260,222,240,N,69139,67,38
93261,222,241,N,69435,67,38
93262,222,242,N,69693,68,47
93263,222,243,N,70004,68,47
93264,222,244,N,70292,68,47
93265,222,245,N,70591,68,47
93266,222,246,N,70918,69,39
93267,222,247,N,71206,69,39
93268,222,248,N,71470,69,39
93269,222,249,N,71780,70,47
93270,222,250,N,72055,70,47
93271,222,251,N,72340,70,47
93272,222,252,N,72646,70,47
93273,222,253,N,72940,71,31
93274,222,254,N,73229,71,31
93275,222,255,N,73543,71,31
93276,222,256,N,73805,72,48
93277,222,257,N,74113,72,48
93278,222,258,N,74393,72,48
93279,222,259,N,74662,72,48
93280,222,260,N,75001,73,28
93281,222,261,N,75333,73,28
93282,222,262,N,75633,73,28
93283,222,263,N,75919,74,40
93284,222,264,N,76194,74,40
93285,222,265,N,76481,74,40
93286,222,266,N,76777,74,40
93287,222,267,N,77083,75,52
93288,222,268,N,77392,75,52
93289,222,269,N,77662,75,52
93290,222,270,N,77985,76,43
93291,222,271,N,78260,76,43
93292,222,272,N,78557,76,43
93293,222,273,N,78874,77,45
93294,222,274,N,79173,77,45
93295,222,275,N,79502,77,45
93296,222,276,N,79778,77,45
93297,222,277,N,80105,78,39
93298,222,278,N,80390,78,39
93299,222,279,N,80666,78,39
93300,222,280,N,80978,79,63
93301,222,281,N,81259,79,63
93302,222,282,N,81598,79,63
93303,222,283,N,81904,79,63
93304,222,284,N,82201,80,45
93305,222,285,N,82462,80,45
93306,222,286,N,82779,80,45
93307,222,287,N,83075,81,39
93308,222,288,N,83386,81,39
93309,222,289,N,83695,81,39
93310,222,290,N,84006,82,59
93311,222,291,N,84267,82,59
93312,222,292,N,84583,82,59
93313,222,293,N,84853,82,59
93314,222,294,N,85152,83,43
93315,222,295,N,85453,83,43
93316,222,296,N,85727,83,43
93317,222,297,N,86062,84,42
93318,222,298,N,86353,84,42
93319,222,299,N,86630,84,42
93320,222,300,N,86944,84,42
93321,222,301,N,87213,85,51
93322,222,302,N,87500,85,51
93323,222,303,N,87826,85,51
93324,222,304,N,88128,86,43
93325,222,305,N,88395,86,43
93326,222,306,N,88716,86,43
93327,222,307,N,89017,86,43
93328,222,308,N,89283,87,31
93329,222,309,N,89590,87,31
93330,222,310,N,89894,87,31
93331,222,311,N,90199,88,44
93332,222,312,N,90512,88,44
93333,222,313,N,90794,88,44
93334,222,314,N,91062,88,44
93335,222,315,N,91377,89,33
93336,222,316,N,91650,89,33
93337,222,317,N,91946,89,33
93338,222,318,N,92248,90,45
93339,222,319,N,92548,90,45
93340,222,320,N,92834,90,45
93341,222,321,N,93100,90,45
93342,222,322,N,93409,91,42
93343,222,323,N,93675,91,42
93344,222,324,N,93961,91,42
93345,222,325,N,94261,92,44
93346,222,326,N,94545,92,44
93347,222,327,N,94856,92,44
93348,222,328,N,95145,92,44
93349,222,329,N,95421,93,55
93350,222,330,N,95702,93,55
93351,222,331,N,95970,93,55
93352,222,332,N,96271,94,36
93353,222,333,N,96570,94,36
93354,222,334,N,96843,94,36
93355,222,335,N,97158,94,36
93356,222,336,N,97451,95,30
93357,222,337,N,97717,95,30
93358,222,338,N,98029,95,30
93359,222,339,N,98301,95,30
93360,222,340,N,98605,96,67
93361,222,341,N,98910,96,67
93362,222,342,N,99209,96,67
93363,222,343,N,99487,97,53
93364,222,344,N,99779,97,53
93365,222,345,N,100069,97,53
93366,222,346,N,100327,97,53
93367,222,347,N,100657,98,37
93368,222,348,N,100968,98,37
93369,222,349,N,101250,98,37
93370,222,350,N,101543,99,40
93371,222,351,N,101827,99,40
93372,222,352,N,102107,99,40
93373,222,353,N,102392,99,40
93374,222,354,N,102689,100,38
93375,222,355,N,102988,100,38
93376,222,356,N,103318,100,38
93377,222,357,N,103584,101,32
93378,222,358,N,103903,101,32
93379,222,359,N,104191,101,32
93380,222,360,N,104477,102,47
93381,222,361,N,104793,102,47
93382,222,362,N,105097,102,47
93383,222,363,N,105388,102,47
93384,222,364,N,105712,103,49
93385,222,365,N,106014,103,49
93386,222,366,N,106280,103,49
93387,222,367,N,106594,104,42
93388,222,368,N,106891,104,42
93389,222,369,N,107191,104,42
93390,222,370,N,107523,105,47
93391,222,371,N,107793,105,47
93392,222,372,N,108089,105,47
93393,222,373,N,108400,105,47
93394,222,374,N,108666,106,45
93395,222,375,N,108972,106,45
93396,222,376,N,109274,106,45
93397,222,377,N,109551,106,45
93398,222,378,N,109874,107,40
93399,222,379,N,110163,107,40
93400,222,380,N,110452,107,40
93401,222,381,N,110738,108,33
93402,222,382,N,110992,108,33
93403,222,383,N,111307,108,33
93404,222,384,N,111604,108,33
93405,222,385,N,111899,109,35
93406,222,386,N,112196,109,35
93407,222,387,N,112484,109,35
93408,222,388,N,112763,110,49
93409,222,389,N,113048,110,49
93410,222,390,N,113336,110,49
93411,222,391,N,113617,110,49
93412,222,392,N,113952,111,35
93413,222,393,N,114235,111,35
93414,222,394,N,114531,111,35
93415,222,395,N,114820,112,36
93416,222,396,N,115110,112,36
93417,222,397,N,115370,112,36
93418,222,398,N,115712,113,30
93419,222,399,N,116041,113,30
93420,222,400,N,116360,113,30
93421,222,401,N,116679,113,30
93422,222,402,N,116992,114,50
93423,222,403,N,117291,114,50
93424,222,404,N,117581,114,50
93425,222,405,N,117893,115,38
93426,222,406,N,118176,115,38
93427,222,407,N,118520,115,38
93428,222,408,N,118840,116,44
93429,222,409,N,119140,116,44
93430,222,410,N,119433,116,44
93431,222,411,N,119728,116,44
93432,222,412,N,120058,117,27
93433,222,413,N,120375,117,27
93434,222,414,N,120682,117,27
93435,222,415,N,120945,118,49
93436,222,416,N,121262,118,49
93437,222,417,N,121569,118,49
93438,222,418,N,121830,118,49
93439,222,419,N,122148,119,36
93440,222,420,N,122453,119,36
93441,222,421,N,122749,119,36
93442,222,422,N,123066,120,40
93443,222,423,N,123362,120,40
93444,222,424,N,123626,120,40
93445,222,425,N,123935,121,43
93446,222,426,N,124204,121,43
93447,222,427,N,124545,121,43
93448,222,428,N,124832,121,43
93449,222,429,N,125156,122,38
93450,222,430,N,125429,122,38
93451,222,431,N,125736,122,38
93452,222,432,N,126006,123,52
93453,222,433,N,126300,123,52
93454,222,434,N,126606,123,52
93455,222,435,N,126890,123,52
93456,222,436,N,127192,124,42
93457,222,437,N,127477,124,42
93458,222,438,N,127743,124,42
93459,222,439,N,128053,125,52
93460,222,440,N,128319,125,52
93461,222,441,N,128615,125,52
93462,222,442,N,128910,125,52
93463,222,443,N,129202,126,44
93464,222,444,N,129492,126,44
93465,222,445,N,129777,126,44
93466,222,446,N,130039,126,44
93467,222,447,N,130349,127,40
93468,222,448,N,130608,127,40
93469,222,449,N,130914,127,40
93470,222,450,N,131215,128,38
93471,222,451,N,131512,128,38
93472,222,452,N,131773,128,38
93473,222,453,N,132092,128,38
93474,222,454,N,132369,129,47
93475,222,455,N,132625,129,47
93476,222,456,N,132956,129,47
93477,222,457,N,133251,130,41
93478,222,458,N,133524,130,41
93479,222,459,N,133842,130,41
93480,222,460,N,134119,130,41
93481,222,461,N,134386,131,44
93482,222,462,N,134698,131,44
93483,222,463,N,134974,131,44
93484,222,464,N,135274,132,45
93485,222,465,N,135566,132,45
93486,222,466,N,135859,132,45
93487,222,467,N,136154,132,45
93488,222,468,N,136441,133,35
93489,222,469,N,136736,133,35
93490,222,470,N,136995,133,35
93491,222,471,N,137299,134,39
93492,222,472,N,137602,134,39
93493,222,473,N,137887,134,39
93494,222,474,N,138185,134,39
93495,222,475,N,138472,135,42
93496,222,476,N,138732,135,42
93497,222,477,N,139047,135,42
93498,222,478,N,139320,136,38
93499,222,479,N,139649,136,38
93500,222,480,N,139927,136,38
93501,222,481,N,140220,136,38
93502,222,482,N,140508,137,43
93503,222,483,N,140791,137,43
93504,222,484,N,141077,137,43
93505,222,485,N,141333,138,56
93506,222,486,N,141667,138,56
93507,222,487,N,141975,138,56
93508,222,488,N,142257,138,56
93509,222,489,N,142574,139,60
93510,222,490,N,142867,139,60
93511,222,491,N,143132,139,60
93512,222,492,N,143431,140,56
93513,222,493,N,143729,140,56
93514,222,494,N,144048,140,56
93515,222,495,N,144328,140,56
93516,222,496,N,144646,141,40
93517,222,497,N,144933,141,40
93518,222,498,N,145216,141,40
93519,222,499,N,145491,142,58
93520,222,500,N,145810,142,58
93521,222,501,N,146103,142,58
93522,222,502,N,146402,142,58
93523,222,503,N,146715,143,43
93524,222,504,N,146994,143,43
93525,222,505,N,147287,143,43
93526,222,506,N,147590,144,49
93527,222,507,N,147861,144,49
93528,222,508,N,148160,144,49
